RBVA11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO - FII,15576907000170,BRRBVACTF006,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,72600026000181
RNGO11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO - FII,15006286000190,BRRNGOCTF003,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,72600026000181
SFND11,FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,09350920000104,BRSFNDCTF006,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,72600026000181
FISC11,FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,12804013000100,BRFISCCTF008,BR-CAPITAL DTVM S.A.,44077014000189
SCPF11,SCP FII,01657856000105,BRSCPFCTF003,BR-CAPITAL DTVM S.A.,44077014000189
SDIL11,FUNDO DE INVESTIMENTO IMOBILIARIO SDI RIO BRAVO RENDA LOGÍSTICA - FII,16671412000193,BRSDILCTF004,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,72600026000181
SHPH11,FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PÁTIO HIGIENOPOLIS,03507519000159,BRSHPHCTF008,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,72600026000181
TGAR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL,25032881000153,BRTGARCTF009,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188
ONEF11,FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,12948291000123,BRONEFCTF003,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,72600026000181
TOUR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET II,30578316000126,BRTOURCTF035,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188
VERE11,FUNDO DE INVESTIMENTO IMOBILIARIO VEREDA - FII,08693497000182,BRVERECTF002,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188
FVPQ11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING - FII,00332266000131,BRFVPQCTF015,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,72600026000181
FIVN11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VIDA NOVA - FII,17854016000164,BRFIVNCTF009,OLIVEIRA TRUST DTVM S.A.,36113876000191
VTLT11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LOGÍSTICA,27368600000163,BRVTLTCTF001,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,03384738000198
VSEC11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,10347505000180,BRVSECCTF004,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,03384738000198
VSHO11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING,23740595000117,BRVSHOCTF002,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,03384738000198
IBFF11,FUNDO DE INVESTIMENTO IMOBILIARIO FOF INTEGRAL BREI,33721517000129,BRIBFFCTF007,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123
PLCR11,PLURAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,32527683000126,BRPLCRCTF003,BANCO GENIAL S.A.,45246410000155
RELG11,FUNDO DE INVESTIMENTO IMOBILIÁRIO REC LOGÍSTICA,37112770000136,BRRELGCTF008,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142
CVBI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO - VBI CRI,28729197000113,BRCVBICTF001,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142
MCCI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS - FII,23648935000184,BRMCCICTF008,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123
ARRI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO ÁTRIO REIT RECEBÍVEIS IMOBILIÁRIOS,32006821000121,-,OLIVEIRA TRUST DTVM S.A.,36113876000191
BTAL11,FUNDO DE INVESTIMENTO IMOBILIÁRIO BTG PACTUAL AGRO LOGÍSTICA,36642244000115,BRBTALR01M13,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123
HOSI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI,34081631000102,BRHOSICTF009,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188
MGHT11,FUNDO DE INVESTIMENTO IMOBILIÁRIO - MOGNO HOTEIS,34197776000165,BRMGHTCTF005,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123
RECX11,FUNDO DE INVESTIMENTO IMOBILIÁRIO - REC FUNDO DE FUNDOS,36642356000176,BRRECXCTF002,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123
PVBI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO - VBI PRIME PROPERTIES,35652102000176,BRPVBICTF003,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123
MGCR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO MOGNO CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS HIGH GRADE,35652204000191,BRMGCRCTF000,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123
RFOF11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RB CAPITAL I FUNDO DE FUNDOS,34027774000128,BRRFOFCTF001,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142
TCIN11,FUNDO DE INVESTIMENTO IMOBILIARIO TOURMALET V - EDIFICIO CIDADE NOVA,34197700000130,BRTCINCTF018,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,62285390000140
