VVAR3,Ações,Eletrodomésticos
FRAS3,Ações,Material Rodoviário
WEGE3,Ações,"Motores, Compressores e Outros"
FRIO3,Ações,Máq. e Equip. Industriais
FRTA3,Ações,Agricultura
WHRL3,Ações,Eletrodomésticos
GEPA3,Ações,Energia Elétrica
WHRL4,Ações,Eletrodomésticos
GEPA4,Ações,Energia Elétrica
WIZS3,Ações,Corretoras de Seguros
GFSA3,Ações,Incorporações
WLMM3,Ações,Material de Transporte
GGBR3,Ações,Siderurgia
WLMM4,Ações,Material de Transporte
YDUQ3,Ações,Serviços Educacionais
GGBR4,Ações,Siderurgia
GNDI3,Ações,Análises e Diagnósticos
GOAU3,Ações,Siderurgia
GOAU4,Ações,Siderurgia
GOLL4,Ações,Transporte Aéreo
GPAR3,Ações,Energia Elétrica
GPCP3,Ações,Petroquímicos
USIM5,Ações,Siderurgia
GRND3,Ações,Calçados
GSHP3,Ações,Exploração de Imóveis
GUAR3,Ações,"Tecidos, Vestuário e Calçados"
HAPV3,Ações,Análises e Diagnósticos
HBOR3,Ações,Incorporações
HBTS5,Ações,Exploração de Imóveis
HGTX3,Ações,Vestuário
ABCB3,Ações,Bancos
ABYA3,Ações,Incorporações
ACES3,Ações,Siderurgia
ACES4,Ações,Siderurgia
ADHM3,Ações,NULL
AEDU11,Ações,Serviços Educacionais
AEDU3,Ações,Serviços Educacionais
AELP3,Ações,Energia Elétrica
AERI3,Ações,Máq. e Equip. Industriais
AESL3,Ações,Energia Elétrica
AESL4,Ações,Energia Elétrica
AFLU3,Ações,Energia Elétrica
AFLU5,Ações,Energia Elétrica
AGEI3,Ações,Incorporações
AGEN33,Ações,Alimentos
AGIN3,Ações,Incorporações
AHEB3,Ações,Produção de Eventos e Shows
AHEB5,Ações,Produção de Eventos e Shows
AHEB6,Ações,Produção de Eventos e Shows
ALBA3,Ações,NULL
ALLL11,Ações,Transporte Ferroviário
ALLL3,Ações,Transporte Ferroviário
ALLL4,Ações,Transporte Ferroviário
ALPK3,Ações,Serviços Diversos
ALSC3,Ações,Exploração de Imóveis
ALUP11,Ações,Energia Elétrica
AMBP3,Ações,Água e Saneamento
AMBV3,Ações,NULL
AMBV4,Ações,NULL
AMIL3,Ações,Análises e Diagnósticos
AMPI3,Ações,Energia Elétrica
ARCE3,Ações,NULL
ARCZ3,Ações,Papel e Celulose
ARCZ6,Ações,Papel e Celulose
ARLA3,Ações,NULL
ARLA4,Ações,NULL
ARPS3,Ações,NULL
ARPS4,Ações,NULL
ARTE3,Ações,NULL
ARTE4,Ações,NULL
ARTR3,Ações,Exploração de Rodovias
ASSM3,Ações,NULL
ASSM4,Ações,NULL
ASTA4,Ações,NULL
ATMP3,Ações,Serviços Diversos
ATOM3,Ações,Outros
AURA33,Ações,Minerais Metálicos
AUTM3,Ações,Material Rodoviário
AVIL3,Ações,Siderurgia
AVLL3,Ações,Incorporações
AZUL4,Ações,Transporte Aéreo
BAHI11,Ações,Serviços Educacionais
BAHI4,Ações,Serviços Educacionais
BAHI5,Ações,Serviços Educacionais
BBTG11,Ações,Bancos
BBTG12,Ações,NULL
BBTG13,Ações,NULL
BCAL6,Ações,NULL
BECE3,Ações,NULL
BECE4,Ações,NULL
BELG3,Ações,NULL
BELG4,Ações,NULL
BEMA3,Ações,Computadores e Equipamentos
BERG3,Ações,NULL
BESP3,Ações,NULL
BESP4,Ações,NULL
BFIT3,Ações,NULL
BFIT4,Ações,NULL
BHGR3,Ações,Exploração de Imóveis
BICB3,Ações,Bancos
BICB4,Ações,Bancos
BIDI11,Ações,Bancos
BIOM3,Ações,Medicamentos e Outros Produtos
BIOM4,Ações,Medicamentos e Outros Produtos
BISA3,Ações,Incorporações
BMEF3,Ações,Serviços Financeiros Diversos
BMGB11,Ações,Bancos
BMTO3,Ações,NULL
BMTO4,Ações,NULL
BNBR4,Ações,Bancos
BNCA3,Ações,Bancos
