LINX3,Programas e Serviços,"16,46",[3],7311190000,7068960000,44141500,"-1535,32","4,34","52,95","8,45","2,71","10,64","33,31","0,003","24,34","51,19","0,158","-0,03","8,89","0,6679999999999999","0,16","-0,006","0,051","0,07200000000000001","-0,003",2696560000,515444000,-242232000,1684040000,"20,0",P/L Ruim | Divida Liq. negativa | DY Ruim | P/VP Ruim
BDLL4,Máq. e Equip. Industriais,"6,0",[3],17600000,260986000,44249,"-0,11","-0,12","-0,63","0,7","0,03","-0,07","-0,03","0,0","-12,8","-9,32","-0,46","-103,34","-95,47","-0,602","-1,122","-6,622000000000001","-0,040999999999999995","-0,048","1,082",681867000,243471000,243386000,-152754000,"0,0",P/L Ruim | Divida Liq./Patrim Ruim | DY Ruim | P/VP Ruim
LIPR3,Energia Elétrica,"65,5",[3],788255000,697590000,23378,"24,16","3,95","44,72",N/A,"3,44","11,17","12,28","0,0","39,58","39,58",N/A,"2,77","16,98",N/A,N/A,"0,0","0,077","0,127","0,163",229229000,0,-90665000,199744000,"25,0",P/L Ok | Divida Liq. negativa | DY Ruim | P/VP Ruim
BEEF3,Carnes e Derivados,"6,41",[3],5281800000,10462400000,85792100,"7,58","6,29","2,89","0,27","0,31","1,08","-1,1","0,031","4,9","5,73","0,191","1,27","1,53","0,198","0,094","0,036000000000000004","0,10800000000000001","0,223","0,83",16923300000,11572000000,5180610000,840072000,"20,0",P/L Otimo | Divida Liq./Patrim Ruim | DY Ruim | P/VP Ruim
LJQQ3,Produtos Diversos,"12,6",[3],3178310000,2951470000,31475000,"0,0","6,88",N/A,N/A,"1,46","4,74","-26,19","0,004",N/A,N/A,N/A,"0,0","2,47",N/A,N/A,N/A,"0,0",N/A,N/A,2184210000,402864000,-226838000,461850000,"30,0", | P/L zero | Divida Liq. negativa | DY Ruim | P/VP Ruim
LLIS3,"Tecidos, Vestuário e Calçados","3,81",[3],275404000,1839540000,307926,"-0,62","0,44","-0,71","0,43","0,11","0,85","-0,22","0,0","-10,0","-4,77","-0,127","-6,4","9,02","0,319","-0,601","-2,844","-0,155","-0,166","-0,71",2494650000,1622480000,1564140000,620881000,"0,0",P/L Ruim | Divida Liq./Patrim Ruim | DY Ruim | P/VP Ruim
BEES3,Bancos,"4,58",[3],1538500000,N/A,310297,"6,64","0,9",N/A,N/A,N/A,N/A,N/A,"0,040999999999999995",N/A,N/A,"0,068","0,73","5,43",N/A,N/A,"0,0","0,0",N/A,"0,135",30408300000,0,1713900000,N/A,"55,0",P/L Otimo | Patrim. Liq. nao disponivel | DY Ok | P/VP Otimo
LOGG3,Exploração de Imóveis,"15,32",[3],3232310000,3579120000,11765200,"23,09","1,06","30,0","22,84","0,77","7,14","-9,27","0,006999999999999999","33,0","33,22","0,107","1,37","29,95","0,988","0,7609999999999999","1,0070000000000001","0,026000000000000002","0,028999999999999998","0,046",4212180000,800663000,346808000,3060120000,"25,0",P/L Ok | Divida Liq./Patrim Bom | DY Ruim | P/VP Otimo
LOGN3,Transporte Hidroviário,"11,13",[3],1578120000,2322710000,13374600,"-14,75","7,27","17,25","1,48","0,75","2,52","-1,79","0,0","11,77","25,39","0,06","-1,01","2,06","0,16699999999999998","0,086","-0,1","0,044000000000000004","0,07200000000000001","-0,493",2092590000,1447560000,744591000,217051000,"0,0",P/L Ruim | Divida Liq./Patrim Ruim | DY Ruim | P/VP Ruim
LPSB3,Intermediação Imobiliária,"3,02",[3],522343000,385646000,4381480,"-35,35","3,16","15,89","3,32","1,39","4,56","-13,08","0,0","7,24","11,73","0,02","-0,1","1,12","0,858","0,209","-0,021","0,087","0,14300000000000002","-0,08900000000000001",376268000,3500000,-136697000,165557000,"20,0",P/L Ruim | Divida Liq. negativa | DY Ruim | P/VP Ruim
LREN3,"Tecidos, Vestuário e Calçados","29,82",[3],29752900000,30465500000,323652000,"27,14","5,41","30,98","3,95","2,03","9,12","-121,69","0,009000000000000001","17,4","31,72","0,057999999999999996","1,38","6,91","0,5720000000000001","0,127","0,145","0,066","0,091","0,19899999999999998",14642600000,3384980000,712626000,5501320000,"15,0",P/L Ok | Divida Liq./Patrim Bom | DY Ruim | P/VP Ruim
BEES4,Bancos,"4,63",[3],1775430000,N/A,22815,"7,66","1,04",N/A,N/A,N/A,N/A,N/A,"0,035",N/A,N/A,"0,068","0,73","5,43",N/A,N/A,"0,0","0,0",N/A,"0,135",30408300000,0,1713900000,N/A,"50,0",P/L Otimo | Patrim. Liq. nao disponivel | DY Ruim | P/VP Otimo
LUXM3,Transporte Hidroviário,"0,0",[3],51960000,58002000,0,"4,41","0,54","3,97","0,48","0,33","2,72","-2,46","0,0","1,97","4,43","0,064","2,27","18,64","0,259","0,122","0,109","0,084","0,099","0,122",155801000,27205000,6042000,96830000,"30,0",P/L Otimo | Divida Liq./Patrim Bom | DY Ruim | P/VP Ruim
LUXM4,Transporte Hidroviário,"18,26",[3],358524000,364566000,35486,"30,46","3,7","27,39","3,34","2,3","18,78","-17,0","0,068","12,4","27,85","0,064","2,27","18,64","0,259","0,122","0,109","0,084","0,099","0,122",155801000,27205000,6042000,96830000,"20,0",P/L Ruim | Divida Liq./Patrim Bom | DY Bom | P/VP Ruim
LWSA3,Programas e Serviços,"2,55",[3],16234900000,15859800000,244408000,"916,29","24,71","352,31","35,82","13,33","35,41","53,25","0,001","154,12","344,17",N/A,"0,03","1,12","0,42","0,102","0,039","0,038","0,071","0,027000000000000003",1217940000,169514000,-375053000,657061000,"20,0",P/L Ruim | Divida Liq. negativa | DY Ruim | P/VP Ruim
BGIP3,Bancos,"39,42",[3],633410000,N/A,1220,"11,66","1,3",N/A,N/A,N/A,N/A,N/A,"0,004",N/A,N/A,"0,096","3,56","31,91",N/A,N/A,"0,0","0,0",N/A,"0,111",6827920000,5618830000,487808000,N/A,"30,0",P/L Bom | Patrim. Liq. nao disponivel | DY Ruim | P/VP Ruim
